"OTU_ID","S01.0","S01.1","S01.2","S01.3","S01.4","S01.5","S01.6","S02.0","S02.1","S02.2","S02.3","S02.4","S02.5","S02.6","S03.0","S03.1","S03.2","S03.3","S03.4","S03.5","S03.6","S04.0","S04.1","S04.3","S04.4","S04.5","S04.6","S05.0","S05.1","S05.2","S05.3","S05.4","S05.5","S05.6","S06.0","S06.1","S06.2","S06.3","S06.4","S06.5","S06.6","S07.0","S07.1","S07.2","S07.3","S07.4","S07.5","S07.6","S08.0","S08.1","S08.2","S08.3","S08.4","S08.5","S08.6","S09.0","S09.1","S09.2","S09.3","S09.4","S09.5","S09.6","S10.0","S10.1","S10.2","S10.3","S10.4","S10.5","S10.6"
"Taxon01",0.682748804603756,0.903921069767673,0.0915734226159001,-0.19836375668805,-0.724063351102867,-0.838915073505103,-0.243252460561556,0.610034430934339,NA,0.500759763408161,-0.852207644909547,-0.75763415059957,-0.681790529081692,-0.66553551877197,0.576577439296344,0.0995969355934571,-0.563619564586052,-0.925205261619519,-0.957768990711556,-1.31870421814238,-1.11560815796616,1.93851389589045,1.41682342894924,0.847903610923255,-0.285315444351885,0.0785701710443116,0.0714209262103028,0.299320194785513,1.43101826523048,0.313396306117769,-0.359048597254326,-0.633140759231693,-0.518557897889342,-0.660063721915835,0.00482662692686472,-0.251095083043118,-0.74898542702394,-1.30731293671181,-1.79218355519268,-1.60337585075675,-2.02007325159446,1.51184510460523,0.625171817266376,0.616202371112861,-0.411502018579696,NA,-0.462997089647158,-0.146801702204185,0.434659553836583,0.474596201789341,-0.63049285667215,-0.921544917203302,-0.782819741948216,-1.31989322217872,-1.30644468300781,-0.208080402285792,0.00995237563117862,-0.409886274834904,-0.448227478060009,-0.596173571007256,-1.51785085206988,-1.00277216897071,0.82365047067997,0.466392017044428,0.159626352098707,-0.461831474809124,-0.996632956450031,-1.0202257917787,-0.792141174125812
"Taxon02",1.62056451720922,1.66273703286786,0.625607765225623,0.00146101937650078,-1.520433222571,-1.14702373260922,-1.65584612700344,1.19380493769566,NA,0.756011219911886,-0.662766114705683,-1.0568455277543,-1.63051525220196,-1.7583222179971,1.26351981987525,1.1407968817334,0.790007158359482,-0.756793192392958,-1.54044979866925,-1.98720589890387,-1.56401494023332,2.39833556417291,2.64146964953559,0.85678182099661,0.0636343725626927,-1.26293270019048,-0.954252425123455,2.65920884357415,1.00936980174897,0.497638772349377,0.436388245272263,-0.552221114497522,-1.45838068874126,-1.31370156595066,0.595570633954289,-0.525826186513717,0.0991887394476789,-1.3153209743272,-1.59016178317635,-2.29871260999482,-2.87990233004753,2.03125346862991,1.54576492558956,0.681236043111584,0.532180053705011,NA,-1.42509920838397,-0.767502766911535,1.03717046050649,1.07282058400225,-0.25406398192299,-0.599266290443673,-1.22824819025364,-1.8653467244727,-2.21160137473369,1.8423524552657,0.450582870661192,0.152293892388348,-0.533265386859507,-1.36265537906098,-2.11075242284207,-2.27755421046298,1.4461370521342,0.872701959562161,0.802112056353999,-0.126242599738279,-1.69284078977745,-1.5599838087902,-1.81436518303626
"Taxon03",0.366668983800175,1.18320483150866,1.51392495606733,1.39242173449963,1.3148786230844,0.482643502740835,0.655320386708525,0.295068440744157,NA,1.14726092983985,0.653024670274823,1.0370095583874,0.558803717256076,-0.464921718712272,0.10424952993296,0.414421258397665,0.669280162820787,1.06561874669068,0.298264181815456,-0.0326919916261415,0.208737888278816,1.29969241730784,1.64438526487186,1.45358161304188,1.54935419595621,0.83264907876626,0.399988457066837,0.541130500732086,0.926372876375176,1.47131491787482,1.09482592460764,0.900053831570036,1.1311798580366,0.137671566182885,-0.82304772651483,0.166418360827187,0.115787296728382,0.100970798617331,0.217687933977549,-1.087654793524,-1.22411465272065,0.827555518586897,1.08534732888863,1.76344107151209,1.07296013956236,NA,0.873979118475296,0.471616392372965,0.623676179877669,0.317671463037739,0.808263236257862,1.06399281762845,0.835470166832053,0.231360704765568,-0.750167598054294,-0.228843396879322,0.350629439871257,0.233135853989191,-0.0388629590159745,0.341073834670864,0.118342193749287,-0.831744865341737,0.488827693752498,0.973681063950031,1.05344460490326,0.910910984249356,0.352899304995312,0.0115968534706215,-0.00531612851197333
"Taxon04",0.259141372690043,-0.154324657722453,-0.979364346031601,-1.6409326774011,-1.82495481255567,-1.19083606130832,-0.143774376592372,0.89580398130653,NA,-1.22614704311641,-1.79455196544387,-1.86897057793657,-1.32472565959197,-0.369646378945548,0.0182340658454407,-0.756931505608173,-1.64957970974608,-2.27321970772344,-2.24116049195787,-1.74152794901532,-0.617589539426862,1.4805855621694,0.607739313720474,-0.977616810765833,-0.714000084121225,-0.657534112055251,0.0355414093423219,1.00904686420666,0.16040232809593,-0.492243071184687,-1.18797666559393,-1.49546749346148,-1.15590381077679,-0.856708928483586,-0.368948631326463,-1.46494172712998,-1.80054710595345,-2.57971264602828,-3.12288644911617,-2.50260918934966,-1.69424677208609,0.747904517693144,-0.126068852999246,-0.729113984627267,-1.30961967056491,NA,-1.53503154549372,-0.461469428887235,0.323567178589383,-0.290182831693179,-1.04931616773822,-1.63002558804117,-1.63482165444758,-1.89221920209076,-1.16471561151802,0.00161641259063294,-0.645624374091732,-2.20714255897672,-1.80466036413788,-3.00968209524409,-2.08510567286493,-0.891503793174966,0.727106822621502,-0.345113336129055,-1.22049540997757,-1.43523218574972,-2.35417816031466,-0.794286133341161,-1.25978096535206
"Taxon05",1.78608414027629,1.93525932464951,2.14811311258861,1.55895954623705,0.682222889499979,0.278875797696666,-0.998341168621952,1.21709957082094,NA,1.31109902460356,1.07535071851464,1.03667312312141,-0.259834425865113,-1.17757054460234,0.663201274255473,1.31216097974235,1.22292933005113,1.76720365831155,0.859137382720028,-0.0489295675784544,-1.44588264286456,2.35626889952359,3.07063412879672,2.2463786674676,1.56344973114668,0.902628758156721,0.0699227340358017,1.66541748805649,2.22862740165268,2.25752799316172,1.32925641150984,1.08483355927711,0.0362583651071207,-0.873313764686604,0.482699333530419,0.912538869348999,1.48104897098406,0.873691866537125,-0.556990129296898,-1.50265455668693,-2.42322947031427,1.86665145309184,2.38859053443522,2.71798440136195,1.96911077287064,NA,-0.742816084451484,-0.787337938089768,1.42045012094865,1.64144311916274,1.82617333978383,0.640588921740868,1.04171844991588,-0.459577120362661,-1.43612121049857,0.926622705246923,1.61107912145956,1.53036898839522,0.907807399191546,0.961842097123572,-1.39577823287083,-2.16230705291605,1.22618234267079,1.66648305567373,1.74005685153005,1.07309376585083,0.895548973406617,-0.497066130602029,-0.54074617631964
"Taxon06",0.321275628098057,0.422055061114385,0.706346847956674,0.462079071540535,0.989177417905215,0.608119750153498,-0.102164898855276,0.312608622090146,NA,0.909267671261071,0.828982351040944,0.424087382341635,0.352108845636486,-0.19893685488372,0.396121415497429,-0.120495111493817,-0.148810134808117,0.262249515608843,-0.137991371877582,-0.0273105234123713,-0.799503140104597,0.975737030699458,1.54552151153569,1.67177970040424,1.56446506401015,1.1400711692933,0.301007667734696,0.631205177010201,0.407891563681194,0.422773847266576,0.709828479368062,0.810396025413304,0.907784850561507,-0.0689253108792428,-0.643439764880131,-0.736045282458818,-0.55322806356225,-0.37964710389195,-0.909612014426824,-1.32735432187108,-1.0332255930278,0.273655855575148,0.327279536193293,0.427511881485027,1.09396451368527,NA,0.76734792562393,-0.0987666902237549,-0.942027637491186,-0.219634439657506,0.130248218151699,0.363027379416515,0.236206061410493,-0.547728405923226,-0.0859347977727541,-0.943245722529082,-0.261955700466307,-0.47817986308329,0.190828391978,-0.197594617833136,-0.31549905003604,-0.659585200127628,-0.387117137203989,0.47247161975146,1.05396244582595,0.0957456877135682,0.192933796961192,0.187465187266195,-0.284671185725917
"Taxon07",0.966839173248862,1.28306688143518,1.34571190267703,0.620565088874022,0.258601847502293,-0.386984479494539,-1.01569684083255,0.677871074541231,NA,0.775336651262514,1.42709077164993,0.514802821966929,-0.444469547281177,-1.01850310972956,1.01018660878011,1.50844492263828,0.708074703400967,0.528157812131397,-0.187988021370528,-0.44327144766378,-1.39751512361835,1.50110856818126,2.52812875132996,1.60347189972008,1.43775987723993,0.591122080875538,-0.237687814779877,1.60211760208227,1.24098426626667,1.27641891277445,0.968575164893345,0.588550567276604,-0.456205356413355,-0.540224360331883,-0.491115144429984,0.569374157723116,-0.222006597573983,-0.027739150785816,-0.7851063962083,-1.42786326809057,-1.69608899728423,1.03240282842854,1.90168104022999,1.49347589951163,1.0018706831416,NA,0.113249169737945,-0.415167043071477,0.735539476193002,0.638282831669726,0.67153514122812,0.687954731176091,-0.767463006643119,-1.06195634941545,-1.33575375353427,0.355516942704612,0.729090358647575,0.624780568119241,0.394414849287565,0.322156585855765,-0.861565400464738,-1.39963382620597,0.603440853488547,1.29861534133097,1.13209451687899,0.264033420924377,0.271498522828476,-0.40364062631529,-1.54960287868036
"Taxon08",0.838433345830161,-0.504644582009619,-0.778902593800412,-1.50535016135528,-1.9296315883493,-0.753941265696077,-0.238652733011459,0.300575912527355,NA,-1.11254339306601,-2.12756226391157,-2.02321374399723,-0.605092348851017,-0.51991498138745,-0.391398831652364,-0.936784128803436,-1.48239382652885,-2.29627335787249,-1.47101402084333,-1.3876636092103,-0.767261971510493,1.37630850204573,0.0775610441829061,-1.28093249909009,-0.868158404473357,-0.117811094790545,0.412344182420907,0.447890431958224,-0.350387173372937,-1.03711267932107,-1.89846466728627,-1.55168935914856,-1.18514562459123,0.0582541950173696,-1.21231921452037,-1.73050543690227,-2.44498305275803,-2.54644504845334,-2.69765831790925,-2.30604136762083,-1.53189617674061,0.650978984699237,-0.0327314272511552,-1.19726860635761,-1.42226592969322,NA,-1.034044952824,-0.228645874481134,-0.177137247129431,-0.253035597416789,-1.54494468114058,-2.46843747698474,-1.99073990245574,-1.93369162307364,-1.37604605557742,-0.734141430368269,-1.20258121738877,-1.8487065108907,-2.35971215402901,-2.18532078256189,-1.64794441461642,-1.53534755366323,-0.0249835228135857,-0.88542308939356,-1.54634467024091,-1.68309282914677,-1.41784227679153,-1.41576232428978,-0.730366376542512
"Taxon09",0.779688614287631,-0.381466749277084,-0.673662500296711,-0.878137126077863,-1.0678966462924,-0.610087582013051,-0.496591900971317,0.662527141703159,NA,-0.178244501158152,-0.921322772748604,-1.64537863096904,-1.275583935008,-0.234652617842979,-0.00990671983360319,-0.444380565552393,-0.751283055594079,-1.66322295926974,-1.63088644848985,-1.42053700012759,-0.647386728886438,1.460628161454,1.29196781838576,0.185801495866057,-0.123949256027003,0.286248552961708,0.00252423465542201,0.813739193324732,0.0423994460609147,-0.751505380176818,-1.15448502532177,-1.19785113047719,-0.140363480969164,-1.04154113256124,-0.102824253410804,-1.02999101765198,-1.85383788020639,-1.92186238202185,-2.19674758762247,-2.12104382266746,-1.81580484132277,1.38579693864883,-0.211142326042413,-0.514818439837004,-0.573928588638971,NA,-0.606608636939387,-0.469314989556111,-0.15190993512618,-0.642180216593129,-0.995506629595077,-1.30519380886512,-1.49740075684314,-1.60100727698085,-0.88679604925864,-0.290476614649041,-0.30370689528054,-1.17106856579761,-1.76947659725176,-1.39505620883855,-1.4574659718489,-1.07299355699353,0.581590315383364,-0.241886546107331,-1.66767972788428,-1.34684922499463,-1.4891933155763,-1.41058213753599,-0.687944974815278
"Taxon10",1.08598661245067,1.38251028084833,0.613965606829513,-0.387746683510409,-0.860099226793386,-0.819254529623133,-0.963454690597157,1.1198096986739,NA,-0.419187890115354,-0.317979646553753,0.0088357950965825,-1.45761686492242,-0.978815090443144,0.3405577392951,0.32662342745244,-0.107005361022736,-1.2770590838952,-1.70469032188215,-1.9219505110168,-1.04873981290662,1.7878834128694,1.44490459563034,0.562840279113742,-0.481891185501553,-0.273897754388552,-0.0659501849235564,0.939424921828782,0.243278633885151,-0.439729961186338,-0.363760903590461,-1.56283698985277,-0.931895347491694,-0.4399443582702,0.304802407869975,-0.569076305956763,-0.979165726758398,-1.75966062079672,-1.83647880740795,-2.10262215854703,-2.12566976491734,1.56507458470509,1.07396331610175,0.120443028179667,-0.690295501167671,NA,-1.18025634951584,-1.13250742309051,1.20170937445459,-0.261629434089629,-0.0888434796525232,-1.08888166180959,-1.30181685136599,-1.62854640501575,-0.939817296743363,0.475865308959276,0.335047480639725,-0.518445281535354,-0.832198409020739,-1.58564249270499,-2.22570165202673,-1.03013028275263,0.277673322325105,0.61670431601388,-0.619933286634682,-0.476075757609584,-1.04264132878214,-0.979555100912736,-0.681478731099942
